0.4 mg,Sl Tab,NITROGLYCERIN,912
400 mcg/dose,Spray,NITROGLYCERIN,1832
6.5 mg,Cap Extended Release,NITROGLYCERIN,2320
2.5 mg,Cap Extended Release,NITROGLYCERIN,99946
2.5 mg,Tab Extended Release,NITROGLYCERIN,99947
6.4 mg,Cap Extended Release,NITROGLYCERIN,1617
6.5 mg,Tab Extended Release,NITROGLYCERIN,2321
2.6 mg,Cap Extended Release,NITROGLYCERIN,911
5 mg,Patch,NITROGLYCERIN (TRANSDERMAL),11371
10 mg,Patch,NITROGLYCERIN (TRANSDERMAL),11372
2.6 mg,Tab,NITROGLYCERIN SR,913
6.4 mg,Tab,NITROGLYCERIN SR,915
50 mg,Inj,NITROPRUSSIDE SODIUM,916
,Inhalation,NITROUS OXIDE,1618
0.10%,Inj,NOR EPINEPHRINE BITARTRATE,1620
10 mg,Cap,NOR TRIPTYLINE (AS HCL),2170
10 mg,FC scored Tab,NOR TRIPTYLINE (AS HCL),921
25 mg,Cap,NOR TRIPTYLINE (AS HCL),2171
25 mg,FC scored Tab,NOR TRIPTYLINE (AS HCL),922
"500,000 u",Coated Tab,NYSTATIN,926
"100,000 u/ml",Susp Drop,NYSTATIN,925
"100,000 u/g (15 g)",Top Oint,NYSTATIN,923
"100,000 u",Vag Tab,NYSTATIN,924
1 g,Bulk,NYSTATIN POMADE-T*,60490
27 gr,Sachet,O.R.S.,933
1000 ml,Powder For Oral Sol,O.R.S.,2172
250 mg/ml,Inj,OBIDOXIME CHLORIDE,927
275 mg/ml (0.8 ml),Inj,OBIDOXIME CHLORIDE,99948
100 mcg,Inj,OCTREOTIDE,2392
200 mcg,Inj,OCTREOTIDE,2393
0.05 mg,Inj,OCTREOTIDE,928
20 mg,Inj,OCTREOTIDE,2391
,Syrup,ODORATAÂ,14392
100 mg,Scored FC Tab,OFLOXACIN,929
200 mg,Scored FC Tab,OFLOXACIN,930
0.30%,"Drop,Sol",OFLOXACIN,2446
300 mg,Tab,OFLOXACIN,2009
2.5 mg,Tab,OLANZAPINE,2751
5 mg,Tab,OLANZAPINE,1907
10 mg,Tab,OLANZAPINE,2035
15 mg,Tab,OLANZAPINE,2746
20 mg,Cap,OMEPRAZOLE,931
4 mg/5 ml,Sol,ONDANSETRON,2394
4 mg,FC Tab,ONDANSETRON (AS HCL),2093
2 mg/ml (2 ml),Inj,ONDANSETRON (AS HCL),2091
2 mg/ml (4 ml),Inj,ONDANSETRON (AS HCL),2092
50 mg,Inj,OXALIPLATINE (ELOXATIN),1915
100 mg,Inj,OXALIPLATINE (ELOXATIN),1916
2.5 mg,Tab,OXANDROLONE,1878
10 mg,Tab,OXAZEPAM,934
600 mg,Tab,OXCARBAZEPINE,2448
300 mg,Tab,OXCARBAZEPINE,2447
150 mg,Tab,OXCARBAZEPINE,2280
5 mg,Scored Tab,OXYBUTYNIN CHLORIDE,935
50 mg,Scored Tab,OXYMETHOLONE,936
10 u/ml,Inj,OXYTOCIN,939
5 u/ml (1 ml),Inj,OXYTOCIN,940
5%,Lotion,PABA (PARA-AMINO BENZOIC ACID),949
,Bulk,PABA (PARA-AMINO BENZOIC ACID),942
500 mg,Tab,PABA - K,1026
3 g/sachet,Powder,PABA - K,1890
,Lotion,PABA - P,1625
6 mg/ml (30 mg/5 ml),Infu,PACLITAXEL,943
6 mg/ml (100 mg/16.7 ml),Inj,PACLITAXEL,2396
6 mg/ml (150 mg/25 ml),Inj,PACLITAXEL,2395
6 mg/ml (300 mg/50 ml),Inj,PACLITAXEL,4098
15 mg/ml (4ml),Inj,PAMIDRONATE (AREDIA),99949
90 mg,Inj,PAMIDRONATE (AREDIA),1899
30 mg,Inj,PAMIDRONATE (AREDIA),1898
,EC Tab,PANCREATIN,944
"25,000 u",cap,PANCREATIN FORT,945
"36,000 u",Tab,PANCREATIN FORT,14575
4 mg/2 ml,Inj,PANCURONIUM BROMIDE,946
40 mg,Vial,PANTOPRAZOLE,2336
40 mg/ml,Inj,PAPAVERINE HCL,948
,Bulk,PARAFFIN INDUSTRIAL,1973
,Bulk,PARAFFIN SOFT,950
100 ups u/ml,Inj,PARATHORMON,1627
250 mg,Cap,PAROMO MYCIN (AS SULFATE),954
125 mg/5 ml,Syrup,PAROMO MYCIN (AS SULFATE),953
,Top Oint,PAROMO MYCIN - U,1720
2.5% (2 ml),Inj,PATENT BLUE V,955
500iu,Amp,PCC (UMAN COMPLEX DI),9576
,Syrup,PEDIATRIC GRIPPE,956
3750IU/5ML,Vial,PEGASPARAGASE,9037
180 mcg/ml,Inj,PEGINTERFERON ALFA-2A,2750
50mg,Inj,PEGINTERFERON ALFA-2B,6242
80mg,Inj,PEGINTERFERON ALFA-2B,6243
100mg,Inj,PEGINTERFERON ALFA-2B,6244
120mg,Inj,PEGINTERFERON ALFA-2B,6245
150mg,Inj,PEGINTERFERON ALFA-2B,6246
100MG,Vial,PEMETREXED,14098
500MG,Vial,PEMETREXED,6119
250 mg,Scored Fc Tab,PENICILLAMINE,967
250 mg,Cap,PENICILLAMINE,1714
"1,000,000 u ",Inj,PENICILLIN G POTASSIUM,959
"5,000,000 u",Inj,PENICILLIN G POTASSIUM,960
"600,000 u",Inj,PENICILLIN G BENZATHINE (PENICILLIN LA),1628
"1,200,000 u",Inj,PENICILLIN G BENZATHINE (PENICILLIN LA),958
"400,000 u",Inj,PENICILLIN G PLUD PROCAINE,961
"800,000 u",Inj,PENICILLIN G PLUD PROCAINE,962
"5,000,000 u",Vial,PENICILLIN G SODIUM,957
"400,000 iu/5 ml",Susp,PENICILLIN V BENZATHINE,965
"200,000 iu/5 ml",Susp,PENICILLIN V BENZATHINE,964
"500 mg (800,000 u)",FC Tab,PENICILLIN V POTASSIUM,966
"125 mg 200,000 u/5 ml (100ml)",Oral Sol,PENICILLIN V POTASSIUM,1629
"250 mg 400,000 u/5 ml (100ml)",Oral Sol,PENICILLIN V POTASSIUM,963
,Inj,PENICILLINE 6-3-3,968
0.2 mg/ml (2ml),Inj,PENTAGASTRIN,969
30 mg/ml,Inj,PENTAZOCINE (AS LACTATE),1357
50 mg,Tab,PENTAZOCINE HCL,1356
400 mg,Tab,PENTOXIFYLLINE,970
,Tab,PERFORANÂ,1940
0.5 lit,Sol,PERITONEAL DIALYSIS I,688
1 lit,Sol,PERITONEAL DIALYSIS I,689
2 lit,Sol,PERITONEAL DIALYSIS I,690
0.5 lit,Sol,PERITONEAL DIALYSIS II,691
1 lit,Sol,PERITONEAL DIALYSIS II,692
2 lit,Sol,PERITONEAL DIALYSIS II,693
0.5 lit,Sol,PERITONEAL DIALYSIS III,1548
1 lit,Sol,PERITONEAL DIALYSIS III,1549
2 lit,Sol,PERITONEAL DIALYSIS III,694
1 lit,Inj,PERITONEAL DIALYSIS,99990
1% w/w,Cream (Rince),PERMETHRIN,1632
1% (100 ml),Shampoo,PERMETHRIN,1631
1% (60 ml),Shampoo,PERMETHRIN,1779
5%,Cream,PERMETHRIN,2449
2 mg,Coated Tab,PERPHENAZINE,972
4 mg,Coated Tab,PERPHENAZINE,973
8 mg,Coated Tab,PERPHENAZINE,975
5 mg/ml,Inj,PERPHENAZINE,974
50 mg/ml (1 ml),Inj,PETHIDINE HCL,1354
50 mg/ml (2 ml),Inj,PETHIDINE HCL,1355
5 mg/ml (1 ml),Inj,PETHIDINE HYDROCHLORIDE,99950
25 mg/ 1ml,Inj,PETHIDINE HCL,99991
100 mg,Fc Tab,PHENAZO PYRIDINE HCL,976
100 mg,Tab,PHENO BARBITAL,979
15 mg,Tab,PHENO BARBITAL,980
60 mg,Tab,PHENO BARBITAL,982
100 mg/ml,Inj,PHENO BARBITAL SODIUM,1633
200 mg/ml,Inj,PHENO BARBITAL SODIUM,977
,Bulk,PHENOL,983
6 mg/ml,Inj,PHENOL SULFON PHTHALEIN,1634
10 mg,Cap,PHENOXY BENZAMINE HCL,984
10 mg/ml,Inj,PHENTOLAMINE MESYLATE,986
10 mg/ml,Inj,PHENYL EPHRINE HCL,1635
0.25%,Nasal Drop,PHENYL EPHRINE HCL,988
0.50%,Nasal Drop,PHENYL EPHRINE HCL,989
5%,Sterile Eye Drop,PHENYL EPHRINE HCL,991
10%,Sterile Eye Drop,PHENYL EPHRINE ZINC,992
30 mg/5 ml,Susp,PHENYTOIN,994
30 mg/5ml 120ml,Susp Sol,PHENYTOIN,99992
30 mg/5 ml 500ml,Susp Sol,PHENYTOIN,99993
,Scored Tab,PHENYTOIN COMPOUND,996
100 mg,Cap,PHENYTOIN SODIUM,993
50 mg,Cap,PHENYTOIN SODIUM,1637
250 mg/5 ml,Inj,PHENYTOIN SODIUM,995
,Inj,PHENYTOIN SODIUM,995
1% (30 g),Top Cream,PHENYTOIN SODIUM,997
500 mg,Tab,PHOSPHATE POTASSIUM MONOBASIC,998
,Amp,PHOSPHATE POTASSIUM MONOBASIC,2173
,Bulk,PHOSPHATE POTASSIUM MONOBASIC (KH2PO4),999
,Eff Tab,PHOSPHATE SODIUM,2397
,Bulk,PHOSPHATE SODIUM DIBASIC (NA2HPO4),1001
,Bulk,PHOSPHATE SODIUM MONOBASIC (NAH2PO4),1000
,Cap,PHYTHO-LAXÂ,19219
1%,Sterile Eye Drop,PILOCARPINE HCL OR NITRATE,1006
2%,Sterile Eye Drop,PILOCARPINE HCL OR NITRATE,1007
4%,Sterile Eye Drop,PILOCARPINE HCL OR NITRATE,1008
2 mg,Scored Tab,PIMOZIDE,1997
4 mg,Tab,PIMOZIDE,1009
15mg,Tab,PIOGLITAZONE,5624
30mg,Tab,PIOGLITAZONE,5217
45mg,Tab,PIOGLITAZONE,5625
4 mg,Inj,PIPECURONIUM BROMIDE,1962
1 g,Inj,PIPERACILLIN (AS SODIUM),1010
2 g,Inj,PIPERACILLIN (AS SODIUM),1011
4 gr - 500 mg,Vial,PIPERACILLIN / TAZOBACTAM,3894
3 gr - 375 mg,Vial,PIPERACILLIN / TAZOBACTAM,5702
2 gr - 250 mg,Vial,PIPERACILLIN / TAZOBACTAM,2081
500 mg,Tab,PIPERAZINE HEXAHYDRATE,1013
750 mg/5 ml,Syrup,PIPERAZINE HEXAHYDRATE,99951
585. 5 mg/5 ml,Syrup,PIPERAZINE HEXAHYDRATE (AS CITRATE ),1012
33/ 33%,Liquid,PIRACETAM,1015
800 mg,Scored Fc Tab,PIRACETAM,1014
10 mg,Cap,PIROXICAM,1017
20 mg/ml,Inj,PIROXICAM,1018
0.5% w/w,Top Gel,PIROXICAM,1016
20 mg,Supp,PIROXICAM,2094
100 gr,Bulk,PLASTIC CONTAINER,60950
200 gr,Bulk,PLASTIC CONTAINER,60960
30 gr,Bulk,PLASTIC CONTAINER,60930
50 gr,Bulk,PLASTIC CONTAINER,60940
300 gr,Bulk,PLASTIC CONTAINER,61120
500 gr,Bulk,PLASTIC CONTAINER,61140
400 gr,Bulk,PLASTIC CONTAINER,61130
0.5 mg,Inj (Vaccine),PNEUMOCOCCAL VACCINE POLYVALENT,1020
,Bulk,PODOPHYLLIN,1021
,Bulk,POLY CITRATE SOLUTION,60460
"500,000 u",For Iv Or For Ophth Sol,POLYMYXIN B SULFATE,1023
,Otic Drop,POLYMYXIN - NH,1024
,Bulk,POLYSORBATE 80,1025
120 mg/1.5 ml,Inj,PORACTANT ALFA,9351
240 mg/3 ml,Inj,PORACTANT ALFA,8501
80 mg/ml,Inj,PORACTANT ALFA,4255
40MG/ML,Susp,POSACONAZOL,8519
1 g,Bulk,POTASSIUIM CITRATE,1028
,Bulk,POTASSIUIM IODIDE,1029
,Bulk,POTASSIUIM PERMANGANATE,1030
100 mEo/50 ml,Infu,POTASSIUM CHLORIDE,941
20 mEo/10 ml,Infu,POTASSIUM CHLORIDE,1641
20 mEo/Sachet,Powder,POTASSIUM CHLORIDE,2175
15% (50 ml),Vial,POTASSIUM CHLORIDE,1340
600 mg,Tab Extended Release,POTASSIUM CHLORIDE,7564
500 mg,Tab,POTASSIUM CHLORIDE SR,1027
1 mEq/ml (10 ml),"Inj Sol,Concentrate",POTASSIUM CHLORIDE CONCENTRATED,99952
1%,Mouthwash,POVIDONE IODINE,1037
10%,Top Oint,POVIDONE IODINE,1039
10% (1000 ml),Top Sol,POVIDONE IODINE,1034
10% (250 ml),Top Sol,POVIDONE IODINE,1035
10%,Vag Douche,POVIDONE IODINE,1843
10% (80 g),Vag Gel,POVIDONE IODINE,1038
10% (60 ml),Top Sol,POVIDONE IODINE,1040
10% (3.8 liter),Top Sol,POVIDONE IODINE,1031
1 g,Inj,PRALIDOXIME CHLORIDE,1643
200 mg/10 ml,Vial,PRALIDOXIME CHLORIDE,6323
0.18mg,Tab,PRAMIPEXOLE,6049
0.35mg,Tab,PRAMIPEXOLE,10019
0.7mg,Tab,PRAMIPEXOLE,6050
600 mg,Scored Tab,PRAZIQUANTEL,1041
5 mg,Scored Tab,PRAZOSIN (AS HCL),1043
1 mg,Tab,PRAZOSIN (AS HCL),1042
,Bulk,PRECIPITATE DE BLANCH,60760
10 mg,Cap,PREDNIMUSTINE,2176
50 mg,Cap,PREDNIMUSTINE,2177
100 mg,Scored Tab,PREDNIMUSTINE,1645
20 mg,Scored Tab,PREDNIMUSTINE,1647
10 mg,Tab,PREDNIMUSTINE,1646
50 mg,Tab,PREDNIMUSTINE,1648
5 mg,Tab,PREDNISOLONE,1045
1%,Sterile Eye Drop,PREDNISOLONE ACETATE MICROFINE,1046
50 mg,Scored Tab,PREDNISOLONE FORTE,1044
1 mg,Tab,PREDNISONE,2178
50 mg,Tab,PREDNISONE,1048
15 mg,Tab,PRIMAQUINE (AS PHOSPHATE),1050
7.5 mg,Tab,PRIMAQUINE (AS PHOSPHATE),1649
125 mg/5 ml,Liquid,PRIMIDONE,1650
250 mg/5 ml,Susp,PRIMIDONE,1052
250 mg,Tab,PRIMIDONE,1051
500 mg,Cap,PROCAINAMIDE HCL,2398
1000 mg/10 ml,Inj,PROCAINAMIDE HCL,1054
50 mg,Cap,PROCARBAZINE (AS HCL),1055
25 mg/ml,Inj,PROGESTERONE,1057
50 mg/ml,Inj,PROGESTERONE,1058
25 mg,Coated Tab,PROMETHAZINE HCL,1062
25 mg/ml (1 ml),Inj,PROMETHAZINE HCL,2095
25 mg/ml (2 ml),Inj,PROMETHAZINE HCL,1061
113 mg/100 ml (60ml),Syrup,PROMETHAZINE HCL,1060
1 g,Inj,PROPACETAMOL HCL,1063
150 mg,Tab,PROPAFENONE HCL,1777
300 mg,Tab,PROPAFENONE HCL,1778
0.10%,Sterile Eye Drop,PROPAMIDINE ISETHIONATE,1651
15 mg,Coated Tab,PROPANTHELINE BROMIDE,1066
2%,Vial,PROPOFOL,16873
200 mg/20 ml,Inj,PROPOFOL,1653
1000 mg/100 ml,Inj,PROPOFOL,1952
500 mg/50 ml,Inj,PROPOFOL,1951
10 mg,FC Tab,PROPRANOLOL HCL,1067
20 mg,Tab,PROPRANOLOL HCL,7066
1 mg/ml,Inj,PROPRANOLOL HCL,1949
5 mg/ 5 ml,Inj,PROPRANOLOL HCL,99994
40 mg,Scored FC Tab,PROPRANOLOL HCL,1068
80 mg,Scored FC Tab,PROPRANOLOL HCL,1069
160 mg,Tab,PROPRANOLOL HCL SR,1654
50 mg,Tab,PROPYL THIOURACIL,1072
,Bulk,PROPYLENE GLYCOL,1071
20 mcg,Inj Sol,PROSTAGLANDIN E1,8777
0.5 mg/ml,Inj,PROSTAGLANDIN E1 (ALPROSTADIL),42
3 mg,Vag Tab,PROSTAGLANDIN E2 (DINOROSTONE),451
5 mg/0.5 ml,Inj,PROSTAGLANDIN E2 (DINOROSTONE),452
,Vag Gel,PROSTAGLANDIN E2 (DINOROSTONE),2179
30 ml,Drop,PROSTATANÂ,1343
,Tab,PROSTATANÂ,2468
1000 uah/ml (10 ml),Inj,PROTAMINE SULFATE,1073
1000 uah/ml (5 ml),Vial,PROTAMINE SULFATE,1655
500 IU,Vial,PROTHROMBIN COMPLEX CONCENTATED,9576
0.2 mg/ml,Inj,PROTIRELIN (TRH),1074
30 mg/5 ml,Syrup,PSEUDO EPHEDRINE HCL,1076
30 mg,Tab,PSEUDO EPHEDRINE HCL,1075
,Sachet,PSYLLIUM,13798
,Sachet,PSYLLIUM BANANA,9904
,Sachet,PSYLLIUM HASKÂRUZ,4958
,Powder,PSYLLIUM MOUSCILOIDÂ,1740
,Sachet,PSYLLIUM ORANGE,9903
,Sachet,PSYLLIUM POWDER,1077
,Powder,PSYLLIUM SEEDÂ RUZ,4957
50 mg,Cap,PYGEUM AFRICANUM,1659
250 mg/5 ml,Susp,PYRANTEL (AS PAMOATE),2181
125 mg,Tab,PYRANTEL (AS PAMOATE),2180
500 mg,Scored Tab,PYRAZINAMIDE,1078
60 mg,Coated Tab,PYRIDOSTIGMINE BROMIDE,1080
10 mg,Tab,PYRIDOSTIGMINE BROMIDE,1079
25 mg,Tab,PYRIMETHAMINE,1083
50 mg,Coated Tab,PYRVINIUM (AS PAMOATE),1086
50 mg/5 ml,Susp,PYRVINIUM (AS PAMOATE),1085
50mg,"Tablet,Extended Release",QUETIAPINE,13949
200mg,"Tablet,Extended Release",QUETIAPINE,5928
300mg,"Tablet,Extended Release",QUETIAPINE,5929
100mg,Tab,QUETIAPINE ((AS FUMARATE),5927
150mg,Tab,QUETIAPINE (AS FUMARATE),15618
200mg,Tab,QUETIAPINE (AS FUMARATE),18455
25mg,Tab,QUETIAPINE (AS FUMARATE),6743
100 mg,Tab,QUINACRINE 2HCL,1660
250 mg,Tab,QUINIDINE BISULFATE (EO.TO200 mg SULFATE) SR,1087
200 mg,Tab,QUINIDINE SULFATE,1088
200 mg,Cap,QUINIDINE SULFATE,99953
250 mg/ml,Inj,QUININE,1091
300 mg/1 ml,Inj,QUININE,1756
200 mg,Tab,QUININE,6966
100 mg,Tab,QUININE HCL,1089
250 mg,Tab,QUININE HCL,1090
100 mg,Cap,QUININE HCL,2042
300 mg,Tab,QUININE SULPHATE,6724
,Inj,RABIES IMMUNE GLOBULIN (HUMAN),1092
75 mg/5 ml,Syrup,RANITIDINE,10188
25 mg/ml (2 ml),Inj,RANITIDINE (AS HCL),1094
150 mg,Fc Tab,RANITIDINE (AS HCL),1093
300mg,Fc Tab,RANITIDINE (AS HCL),9646
1.5MG,VIAL,RASBURICASE,12102
1mg,Inj,REMIFENTANL,2182
2mg,Inj,REMIFENTANL,2183
5mg,Inj,REMIFENTANL,2184
2 mg,Tab,REPAGLINIDE,4905
1 mg,Tab,REPAGLINIDE,4904
0.5 mg,Tab,REPAGLINIDE,4903
0.1 mg,Tab,RESERPINE,1095
,Bulk,RESORCINOL (RESORCIN),1096
100 mg,Cap,RIBAVIRIN,1879
200 mg,Cap,RIBAVIRIN,1891
100 mg,Tab,RIBAVIRINE,1880
200 mg,Tab,RIBAVIRINE,1881
150 mg,Cap,RIFAMPIN (REFAMPICIN),1101
300 mg,Cap,RIFAMPIN (REFAMPICIN),1103
600 mg,Inj,RIFAMPIN (REFAMPICIN),1100
153 mg/ml,Oral Drop,RIFAMPIN (REFAMPICIN),1102
50mg,Tab,RILUZOLE,1921
(500 ml),Infu,RINGER S,1105
(500 ml)-bag,Infu,RINGER S,4864
(1000 ml),Infu,RINGER S,1104
(1000 ml)-bag,Infu,RINGER S,4865
(500 ml),Infu,RINGER LACTATE,1107
(1000 ml),Infu,RINGER LACTATE,1106
250 ml,Infu,RINGERS,6423
1 mg,Tab,RISPERIDONE,1773
2 mg,Tab,RISPERIDONE,1774
3 mg,Tab,RISPERIDONE,1869
4 mg,Tab,RISPERIDONE,1870
10 mg/ml (5 ml),Inj,RITODRINE HCL,1109
10 mg,Scored Tab,RITODRINE HCL,1108
"10 mg/ml,10ml(100 mg/10 ml)",Amp,RITUXIMAB,2473
"10mg/ml,50ml(500 mg/50 ml)",Amp,RITUXIMAB,2474
,Bulk,RIVANOL,60110
1.5 mg,Tab,RIVASTIGMINE (EXELON),1902
1.5 mg,Cap,RIVASTIGMINE (EXELON),1998
3 mg,Tab,RIVASTIGMINE (EXELON),1903
3 mg,Cap,RIVASTIGMINE (EXELON),1999
4.5 mg,Tab,RIVASTIGMINE (EXELON),1904
4.5 mg,Cap,RIVASTIGMINE (EXELON),2000
6 mg,Tab,RIVASTIGMINE (EXELON),1931
6 mg,Cap,RIVASTIGMINE (EXELON),2738
100 mcg/dose (200dose),Aerosol,SALBUTAMOL,1115
2.5 mg/2.5 ml,Inhaler,SALBUTAMOL,9897
0.5 mg/ml (1 ml),Inj,SALBUTAMOL (AS SULFATE),1113
5 mg/ml,Sol For Inhalation,SALBUTAMOL (AS SULFATE),1667
2 mg/5 ml,Syrup,SALBUTAMOL (AS SULFATE),1112
2 mg,Tab,SALBUTAMOL (AS SULFATE),1114
,Bulk,SALICYLIC ACID,1116
,Top Sol,SALICYLIC ACID,1668
25 mcg/200dose,Inhaler,SALMETEROL(AS XINAFOATE),2279
25 mcg/120dose,Inhaler Spray,SALMETEROL(AS XINAFOATE),1117
25 mcg/60dose,Inhaler Spray,SALMETEROL(AS XINAFOATE),2278
50 mcg/dose,Inhaler,SALMETEROL(AS XINAFOATE),1118
25/250 mic,Inhaler,SALMETEROL/FLUTICASONE,4927
50/25 mic,Inhaler,SALMETEROL/FLUTICASONE,4793
25/125 mic,Inhaler,SALMETEROL/FLUTICASONE (SEROTIDE),4795
,Tab,SAMILAXÂ,1821
30 ml,Drop,SANKOLÂ,1345
100mg,Tab,SAPROPTERIN,21302
100 u,Inj,SECRETIN,1120
5 mg,Tab,SELEGILIN,1121
60ML,Syrup,SENAGOL,1839
60ML,Syrup,SENA-GRAPH,3538
25,Tab 25,SENA-LAX,1967
30,Tab 30,SENA-LAX,5398
7.5,Tab 7.5,SENALINE,1784
,,SET OF SERUM,66661
800 mg,Tab,SEVELAMER,4000
,Bulk,SHOHL S SOLUTION,60450
,Bulk,SILVER NITRATE,1126
10 mg/g (50 g),Top Cream,SILVER SULFADIAZINE,1130
10 mg/g (500 g),Top Cream,SILVER SULFADIAZINE,1128
,Ophth Oint,SIMPLE EYE OINT,1134
,Bulk,SIMPLE SYRUP,60120
20 mg,Scored Tab,SIMVASTATIN,1673
10 mg,Tab,SIMVASTATIN,2458
1mg,Tab,SIROLIMUS,4022
500 mg,Coated Tab,SODIUM AMINOSALICYLATE,1674
,Bulk,SODIUM BENZOATE SOLUTION 10%,60440
,Bulk,SODIUM BENZOATE SOLUTION 20%,60500
2g /10 ml,Inj,SODIUM BENZOATE,1934
,Bulk,SODIUM BICARBONATE,1138
7.5% (50 ml),Infu,SODIUM BICARBONATE,1140
8.4% (100 ml),Infu,SODIUM BICARBONATE,2353
8.4% (10 ml),Inj,SODIUM BICARBONATE,7334
8.4% (50 ml),Inj,SODIUM BICARBONATE,7601
,Powder,SODIUM CELLULOSE PHOSPHATE,1675
0.90%,Bulk,SODIUM CHLORIDE,60430
,Bulk,SODIUM CHLORIDE,1150
0.9% (500 ml),Irrigation,SODIUM CHLORIDE,1145
0.9% (500 ml)-bag,Irrigation,SODIUM CHLORIDE,5455
0.9% (1000 ml),Irrigation,SODIUM CHLORIDE,1142
0.9% (1000 ml)-bag,Irrigation,SODIUM CHLORIDE,5454
0.9% (3000 ml),Irrigation,SODIUM CHLORIDE,1143
0.9% (100 ml),Infu,SODIUM CHLORIDE,2459
0.9% (500 ml),Infu,SODIUM CHLORIDE,1144
0.9% (500 ml)-bag,Infu,SODIUM CHLORIDE,4867
0.9% (1000 ml),Infu,SODIUM CHLORIDE,1141
0.9% (1000 ml)-bag,Infu,SODIUM CHLORIDE,4866
0.65%,Nasal Drop,SODIUM CHLORIDE,1146
5%,Drop Opth,SODIUM CHLORIDE,1147
5% (50 ml),Vial,SODIUM CHLORIDE,1148
5% (500 ml),Vial,SODIUM CHLORIDE,99954
5%,Ophth Oint,SODIUM CHLORIDE,1110
0.9% (100 ml),Infu,SODIUM CHLORIDE,99955
0.9% (10 ml),Infu,SODIUM CHLORIDE,8988
0.9% (250 ml),Infu,SODIUM CHLORIDE,6417
0.45% (500 ml),Infu,SODIUM CHLORIDE (1/2 NORMAL SALINE),2186
0.45% (1000 ml),Infu,SODIUM CHLORIDE (1/2 NORMAL SALINE),1149
0.45% (1000 ml)-bag,Infu,SODIUM CHLORIDE (1/2 NORMAL SALINE),5267
0.45% (500 ml)-bag,Infu,SODIUM CHLORIDE (1/2 NORMAL SALINE),5268
,Bulk,SODIUM CITRATE,1151
1%,Intraoccular Inj,SODIUM HYALURONATE,1676
0.55%(available chloride),Sol,SODIUM HYPOCHLORITE,1677
,Bulk,SODIUM HYPOSULPHITE,60140
1.6 molar,Inj,SODIUM LACTATE,1678
300 mg/10 ml,Inj,SODIUM NITRITE,1679
2G/10ML,Amp,SODIUM PHENYL BUTYRATE,6369
500mg,Tab,SODIUM PHENYL BUTYRATE,6403
454 g,Susp,SODIUM POLYSTYRENE SULFONATE,1156
300 mg,Ec Tab,SODIUM SALICYLATE,1680
3%,Inj,SODIUM TERADECYL SULFATE,1137
1%,Inj,SODIUM TETRADECYL SULFATE,1136
250 mg/ml (50 ml),Inj,SODIUM THIOSULFATE,99956
2.5 g/10 ml,Amp,SODIUM THIOSULFATE,1158
,Bulk,SODIUM THIOSULFATE (SODIUM HYPOSULFITE),1157
12.5 g - 50 ml,Inj,SODIUM THIOSULFATE (SODIUM HYPOSULFITE),2577
8.4%20 ml,Inj,SODIUM BICARBONATE,99995
,Tab,SOHALAX,7978
0.25 mg,Inj,SOMATOSTAIN,1160
4 u,Inj,SOMATROPIN (OR BIOSYNTHESIS),1161
5 mg/1.5 ml,Pen (Inj),SOMATROPIN,9808
5 mg/1.5 ml 15 u,Inj,SOMATROPIN,9807
10mg/1.5ml,Pen (Inj),SOMATROPIN,17791
200mg,Tab,SORAFENIB,8448
5 g/Sachol,Powder,SORBITOL,1162
80 mg,Scored Tab,SOTALOL HCL,1164
40 mg,Tab,SOTALOL HCL,1163
2 g,Inj,SPECTINOMYCIN (AS 2HCL),1166
,Cap,SPINAL-Z,14013
500 mg,Scored Tab,SPIRAMYCIN,1168
25 mg,Scored Tab,SPIRONOLACTONE,1169
100 mg,Scored Tab,SPIRONOLACTONE,2099
,Bulk,STARCH,1170
,Bulk,STEARIC ACID,1171
100 mg/ml,Inj,STIBOGLUCONATE SODIUM (EQ.TO PENTAVALENT ANTIMONY),1324
"250,000 iu",Inj,STREPTOKINASE,2187
"750,000 iu",Inj,STREPTOKINASE,1172
"1,500,000 iu",Inj,STREPTOKINASE,15846
1 g,Inj,STREPTOMYCIN (AS SULFATE),1173
1 g,Inj,STREPTOZOCIN,1174
100 mg,Inj,SUCCINYL CHOLINE CHLORIDE,1681
1000 mg,Inj,SUCCINYL CHOLINE CHLORIDE,1176
500 mg,Inj,SUCCINYL CHOLINE CHLORIDE,1177
100 mg/ml (10 ml),Inj,SUCCINYL CHOLINE CHLORIDE,2402
50 mg/ml (2 ml),Inj,SUCCINYL CHOLINE CHLORIDE,2100
50 mg/ml (10 ml),Inj,SUCCINYL CHOLINE CHLORIDE,2101
20 mg/ml,Inj,SUCCINYL CHOLINE CHLORIDE,2401
1 g,Inj Powder,SUCCINYL CHOLINE CHLORIDE,99957
1 g/sachet,Susp,SUCRALFATE,2188
1 g,Scored Tab,SUCRALFATE,1178
500 mg,Scored Tab,SUCRALFATE,1179
50 mcg/ml (5 ml),Inj,SUFENTANIL,99958
50 mcg/ml (2 ml),Inj,SUFENTANIL,99959
5 mcg/ml,Inj,SUFENTANIL,10216
5 mcg/ml (2 ml),Inj,SUFENTANIL,99996
50 mcg/10 ml,Inj,SUFENTANIL (AS CTTRATE),1366
10%,Sterile Eye Drop,SULFACETAMIDE SODIUM,1180
20%,Sterile Eye Drop,SULFACETAMIDE SODIUM,1181
500 mg,Tab,SULFADIAZINE,1182
